Strike,Date,District,Province,min_killed,max_killed ,min_civillians_killed,max_civillians_killed,min_children_killed,max_children_killed,min_injured,max_injured,Strike link,Timeline URL
AFG001,01/01/2015,Spera,Khost,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#77,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#
AFG002,03/01/2015,Gayan,Paktika,18,18,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#3,
AFG003,03/01/2015,Spera,Khost,7,7,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#4,
AFG004,06/01/2015,Dara I Pech,Kunar,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#120,
AFG005,07/01/2015,Unknown,Logar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#5,
AFG006,08/01/2015,Lal Pura,Nangarhar,6,6,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#6,
AFG007,11/01/2015,Lal Pura,Nangarhar,8,8,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#78,
AFG008,16/01/2015,Nazyan,Nangarhar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#7,
AFG009,17/01/2015,Lal Pura,Nangarhar,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#121,
AFG010,19/01/2015,Khugyani,Nangarhar,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#122,
AFG011,08/02/2015,Kajak,Helmand,6,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#1,
AFG012,10/02/2015,Khas Kunar,Kunar,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#8,
AFG013,11/02/2015,Nazyan,Nangarhar,2,9,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#9,
AFG014,18/02/2015,Khogyani,Nangarhar,8,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#79,
AFG015,02/03/2015,Alishir,Khost,1,1,0,1,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#80,
AFG016,10/03/2015,Achin,Nangarhar,6,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#81,
AFG017,11/03/2015,Sarakani,Kunar,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#124,
AFG018,13/03/2015,Lal Pura,Nangarhar,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#82,
AFG019,18/03/2015,Chinar Khor,Kunar,0,0,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#126,
AFG020,23/03/2015,Nazyan,Nangarhar,9,13,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#10,
AFG021,24/03/2015,Unknown,Kunar,11,11,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#11,
AFG022,25/03/2015,Sia Gird,Parwan,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#127,
AFG023,26/03/2015,Zurmat,Paktia,0,0,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#128,
AFG024,12/04/2015,Dara I Pech,Kunar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#13,
AFG025,28/04/2015,Chapa Darre,Kunar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#14,
AFG026,03/05/2015,Mohmand Dara,Nangarhar,12,12,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#15,
AFG027,04/05/2015,Mohmand Dara,Nangarhar,17,17,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#16,
AFG028,07/05/2015,Khas Khar,Kunar,6,7,0,1,0,1,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#17,
AFG029,07/05/2015,Goshti,Nangarhar,4,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#18,
AFG030,09/05/2015,Lal Pura,Nangarhar,13,13,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#19,
AFG031,14/05/2015,Bati Kot,Nangarhar,4,4,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#20,
AFG032,15/05/2015,"Various: Nazyan, Bati Kot, Bandar Darah, Dur Baba, Achin",Nangarhar,5,41,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#21,
AFG033,21/05/2015,Watapor,Kunar,4,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#22,
AFG034,27/05/2015,Want Waigal,Nuristan,5,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#23,
AFG035,28/05/2015,Watapor,Kunar,1,1,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#24,
AFG036,31/05/2015,Baraki Barak,Logar,2,3,0,3,0,2,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#130,
AFG037,03/06/2015,Shigal,Kunar,3,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#25,
AFG038,04/06/2015,Achin,Nangarhar,1,1,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#26,
AFG039,04/06/2015,Chapahar,Nangarhar,6,6,0,1,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#27,
AFG040,04/06/2015,Chapahar,Nangarhar,11,11,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#28,
AFG041,05/06/2015,Tere Zayi,Khost,14,14,14,14,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#29,
AFG042,07/06/2015,Chapa Dara,Kunar,1,1,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#30,
AFG043,08/06/2015,Lal Pura,Nangarhar,7,7,0,5,0,5,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#31,
AFG044,08/06/2015,Lal Pura,Nangarhar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#32,
AFG045,11/06/2015,Khushamand,Paktika,30,30,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#33,
AFG046,11/06/2015,Yousufkhil,Paktika,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#34,
AFG047,14/06/2015,Dangam,Kunar,7,15,0,5,0,5,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#35,
AFG048,15/06/2015,Chak e Wardak,Wardak,2,2,2,2,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#131,
AFG049,18/06/2015,Chazi Abad,Kunar,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#132,
AFG050,19/06/2015,Mohmand Dara,Nangarhar,8,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#36,
AFG051,19/06/2015,Haska Meena,Nangarhar,4,7,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#37,
AFG052,20/06/2015,Kanish,Nuristan,4,9,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#39,
AFG053,21/06/2015,Bati Kot,Nangarhar,6,7,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#38,
AFG054,26/06/2015,Unknown,Nuristan,6,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#40,
AFG055,27/06/2015,Unknown,Paktika,1,1,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#41,
AFG056,27/06/2015,Want Waigal,Nuristan,5,5,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#42,
AFG057,30/06/2015,Lal Pura,Nangarhar,4,14,0,0,0,0,12,12,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#43,
AFG058,04/07/2015,Ghanikhel,Nangarhar,12,12,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#44,
AFG059,04/07/2015,Chappa Dara,Kunar,1,1,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#45,
AFG060,04/07/2015,Dara I Pech,Nangarhar,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#173,
AFG061,05/07/2015,Chaparhar,Nangarhar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#46,
AFG062,06/07/2015,Achin,Nangarhar,12,12,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#47,
AFG063,06/07/2015,Achin,Nangarhar,13,37,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#48,
AFG064,07/07/2015,Achin,Nangarhar,11,49,0,0,0,0,0,4,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#49,
AFG065,07/07/2015,Achin,Nangarhar,18,18,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#50,
AFG066,07/07/2015,Haska Meena,Nangarhar,25,25,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#51,
AFG067,07/07/2015,Bati Kot,Nangarhar,4,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#52,
AFG068,08/07/2015,Dih Bala,Nangarhar,25,52,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#53,
AFG069,10/07/2015,Achin,Nangarhar,30,31,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#54,
AFG070,11/07/2015,Bermal,Paktika,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#60,
AFG071,12/07/2015,Achin,Nangarhar,12,12,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#56,
AFG072,14/07/2015,Haska Mina,Nangarhar,28,28,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#55,
AFG073,16/07/2015,Tor Khail,Wardak,8,16,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#57,
AFG074,16/07/2015,Haska Mina,Nangarhar,6,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#58,
AFG075,20/07/2015,Baraki Barak,Logar,7,10,0,0,0,0,5,6,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#59,
AFG076,26/07/2015,Lal Pura,Nangarhar,5,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#61,
AFG077,29/07/2015,Haska Mina and Pachiragam,Nangarhar,12,20,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#62,
AFG078,02/08/2015,Baraki Barak,Logar,4,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#63,
AFG079,04/08/2015,"Sherzad, Haska Mina and Deh Bala",Nangarhar and Paktika,56,66,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#64,
AFG080,08/08/2015,Haska Mina,Nangarhar,10,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#65,
AFG081,09/08/2015,Nazyan,Nangarhar,2,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#66,
AFG082,10/08/2015,Shegal,Kunar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#67,
AFG083,17/08/2015,Day Mirdad,Wardak,4,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#68,
AFG084,17/08/2015,Chak,Wardak,2,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#69,
AFG085,23/08/2015,Musa Qala,Helmand,40,40,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#70,
AFG086,26/08/2015,Shirzad,Nangarhar,4,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#72,
AFG087,27/08/2015,Musa Qala,Helmand,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#175,
AFG088,30/08/2015,Musa Qala,Helmand,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#73,
AFG089,31/08/2015,Nahr e Saraj,Helmand,2,2,2,2,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#133,
AFG090,01/09/2015,Musa Qala,Helmand,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#83,
AFG091,06/09/2015,Garamser,Helmand,11,31,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#74,
AFG092,06/09/2015,Maiwand,Kandahar,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#75,
AFG093,08/09/2015,Ghazi Abad,Kunar,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#76,
AFG094,10/09/2015,Gomal,Paktika,5,15,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#85,
AFG095,13/09/2015,Lal Pura,Nangarhar,4,5,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#84,
AFG096,17/09/2015,Nazyan,Nangarhar,5,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#86,
AFG097,29/09/2015,Kunduz city,Kunduz,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#87,
AFG098,29/09/2015,Kunduz city,Kunduz,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#88,
AFG099,30/09/2015,Kunduz city,Kunduz,0,24,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#89,
AFG100,30/09/2015,Kunduz city,Kunduz,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#90,
AFG101,30/09/2015,Kunduz city,Kunduz,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#91,
AFG102,30/09/2015,Kunduz city,Kunduz,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#92,
AFG103,02/10/2015,Kunduz city,Kunduz,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#93,
AFG104,02/10/2015,Kunduz city,Kunduz,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#94,
AFG105,03/10/2015,Kunduz city,Kunduz,42,42,42,42,3,3,27,27,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#95,
AFG106,05/10/2015,Kunduz city,Kunduz,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#96,
AFG107,11/10/2015,Shurabak,Kandahar,100,200,0,0,0,0,50,50,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#97,
AFG108,13/10/2015,Unknown,Nangarhar,6,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#98,
AFG109,19/10/2015,Kharwar,Logar,0,20,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#99,
AFG110,23/10/2015,Nazyan,Nangarhar,6,6,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#100,
AFG111,23/10/2015,Achin,Nangarhar,8,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#101,
AFG112,23/10/2015,Achin,Nangarhar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#102,
AFG113,23/10/2015,Achin,Nangarhar,10,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#103,
AFG114,27/10/2015,Achin,Nangarhar,11,12,0,1,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#104,
AFG115,29/10/2015,Nazyan,Nangarhar,3,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#105,
AFG116,29/10/2015,Ghazi Abad,Kunar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#106,
AFG117,29/10/2015,Lal Pura,Kunar,4,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#107,
AFG118,31/10/2015,Shigal,Kunar,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#108,
AFG119,04/11/2015,Achin,Nangarhar,0,29,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#109,
AFG120,08/11/2015,Ghanikhil,Nangarhar,3,3,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#110,
AFG121,14/11/2015,Khogyani,Nangarhar,12,13,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#111,
AFG122,17/11/2015,Behsood,Nangarhar,8,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#112,
AFG123,18/11/2015,Babrak Thana,Khost,21,50,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#113,
AFG124,24/11/2015,Mohmand Dara,Nangarhar,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#114,
AFG125,24/11/2015,Behsood,Nangarhar,8,8,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#115,
AFG126,25/11/2015,Tere Zayi,Khost,10,16,0,0,0,0,20,20,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#116,
AFG127,03/12/2015,Chapa Dara,Kunar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#117,
AFG128,08/12/2015,Khogyani,Nangarhar,11,11,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#118,
AFG129,13/12/2015,"Marja, Sangin and Babaji",Helmand,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#119,
AFG130,15/12/2015,Deh Yak,Ghazni,9,9,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#134,
AFG131,19/12/2015,Bati Kot,Nangarhar,3,3,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#135,
AFG132,22/12/2015,Ghani Khel,Nangarhar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#136,
AFG133,23/12/2015,Sangin,Helmand,0,0,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#137,
AFG134,23/12/2015,Ghanikhel,Nangarhar,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#138,
AFG135,29/12/2015,Alishang,Laghman,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/02/12/us-drone-war-afghanistan-list-american-air-strikes-2015/#139,
AFG136,02/01/2016,Shegal,Kunar,5,5,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#140,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#
AFG137,06/01/2016,Majah,Helmand,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#141,
AFG138,08/01/2016,Achin,Nangarhar,17,20,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#142,
AFG139,08/01/2016,Kharkhez,Kandahar,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#143,
AFG140,08/01/2016,Bermal,Paktika,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#144,
AFG141,09/01/2016,Achin,Nangarhar,20,20,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#145,
AFG142,09/01/2016,Shegal,Kunar,10,10,1,1,1,1,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#146,
AFG143,10/01/2016,Bermal,Paktika,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#147,
AFG144,10/01/2016,Bermal,Paktika,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#148,
AFG145,14/01/2016,Achin,Nangarhar,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#149,
AFG146,16/01/2016,Deh Bala,Nangarhar,17,17,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#150,
